Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities_Passangers,Fatalities Crew,Ground,Summary,Year
2001-10-08,17:50,"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc.,, Iyachisakus Lake - Mollet Lake,de Havilland DHC-2 Mk 1 Beaver,C-GPUO,810,7,6,1,3,2,1,0,The seaplane crashed into Mollet Lake while attempting to land. The seaplane stalled at an altitude that did not allow the pilot time to recover from the stall. The stall occurred in circumstances conducive to illusions created by drift.,2001
2001-10-08,08:10,"Milan, Italy",Scandinavian Airlines (SAS) / Private,686 / -,Milan - Copenhagen / Milan - Paris,MD-87 / Cessna 525A Citation II,SE-DMA / D-IEVX,53009/ 525A-0036,114,106,8,114,106,8,4,"The MD-87 aircraft was taking off from Linate Airport in fog and poor visibility when it struck a German Cessna Citation II business jet. The MD-87 rotated for takeoff and did make it into the air for 9 seconds, but was too damaged to sustain flight. The plane then swerved off the runway and  collided with the airport's baggage handling building, bursting into flames. The Cessna,  which was about to take off for Paris, entered the active runway by mistake, after  having been told by the tower to enter a different taxiway and hold short of the runway. One hundred four passengers and 6 crew on the MD-87 and  2 passengers and 2 crew on the Citation were killed along with 4 on the ground. The MD-87 was named Lage Viking.  Caused largely by human error and poorly followed safety procedures and improper terminology used by the tower. Communication between the aircraft and the tower had been ""in English and Italian,"" as opposed to aviation standards that only English be spoken. In addition, despite the poor visibility and inadequately marked airport landmarks, the control tower operators failed to ask the Cessna to read back his instructions to make sure they were understood. There was no ground radar, runway motion sensors were turned off and it took 20 minutes before anyone realized the two planes had collided.",2001
2001-10-10,10:42,"Off Valencia, Spain",Flightline,101,"Barcelona - Oran, Algeria",Swearingen SA-226AT Merlin IV,EC-GDV,AT-043,10,8,2,10,8,2,0,"The plane was en-route from Barcelona, Spain to Oran, Algeria, 80 miles off the coast of Valencia, Spain when it informed Valencia ATC it was going to change course in order to avoid bad weather. There was no further contact with the aircraft. Debris was sighted two days later on the water. Electrical power was presumably lost following a lightning strike. Control was lost and the airplane crashed into the sea.",2001
2001-10-10,09:26,"Dillingham, Alaska",PenAir,350,Dillingham - King Salmon,Cessna 208 Caravan,N9530F,20800088,10,9,1,10,9,1,0,"Shortly after taking off from Dillingham, the aircraft's wing dipped, the nose pitched up, the plane became inverted and crashed to the ground. The weather was clear and windy at the time of the accident. An in-flight loss of control resulting from upper surface ice contamination that the pilot-in-command failed to detect during his preflight inspection of the airplane. Contributing to the accident was the lack of a preflight inspection requirement for CE-208 pilots to examine at close range the upper surface of the wing for ice contamination when ground icing conditions exist.",2001
2001-10-11,23:35,"Shamattawa, Canada",Perimeter Airlines,,Gods Narrows - Shamattawa,Swearingen SA.226TC Metro I,C-GYPA,TC-250,3,1,2,2,0,2,0,"The air ambulance was flown into terrain during an overshoot because the required climb angle was not set and maintained to ensure a positive rate of climb. During the go-around, conditions were present for somatogravic illusion, which most likely led to the captain losing situational awareness.",2001
2001-10-18,15:43,"Anchorage, Alaska",ERA Aviation - Air Taxi,,"Fire Island, AK - Anchorage, AK",Bell 206L,N400EH,45108,5,4,1,3,2,1,0,"The helicopter was flying very low because the pilot was not instrument rated. The skid hit the water followed by the tail rotor and the helicopter crashed. The pilot's failure to maintain clearance from the surface of an open body of water while intentionally attempting to maintain a very low altitude while in cruise flight. Factors include falling snow, low ceilings, whiteout/greyout conditions, and flat/glassy water.",2001
2001-11-12,09:16,"Belle Harbor, Queens, New York",American Airlines,587,"New York City - Santo Domingo, Dominican Rep.",Airbus A-300-605R,N14053,420,260,251,9,260,251,9,5,"Three minutes after taking off and while in a climbing left turn, at 2,800 ft., parts of the plane, including the vertical stabilizer and rudder, fell from the aircraft. The crew soon lost control of the plane which nose dived and crashed into a residential neighborhood. After flying into the wake turbulence of two aircraft about two minutes into the flight, investigators believe a series of quick rudder swings by the copilot whipped the tail so severely that the fin broke off. The National Transportation Safety Board has found that pilot error was the probable cause. Sharply criticizing American Airlines Advanced Aircraft Maneuvering Program, the Board said that American Airlines' pilot training included a simulator exercise which could have caused the first officer to have an unrealistic and exaggerated view of the effects of wake turbulence, erroneously associate wake turbulence encounters with the need for aggressive roll upset recovery techniques and develop control strategies that would produce a much different -- and potentially surprising and confusing -- response if performed during flight. In addition, because of its high sensitivity, the Airbus A-300-600 rudder control system is susceptible to potentially hazardous rudder pedal inputs at higher airspeed.",2001
2001-11-19,18:19,"Kalyazin, Russia",Charter - IRS Aero,LDF -9601/02,Khatanga - Moscow,Ilyushin 18V,RA-75840,182005301,27,18,9,27,18,9,0,Residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. Wreckage was spread over a 1.5 mile area. Serious maintenance violations and operational procedures were discovered during the investigation of the accident.,2001
2001-11-22,13:05,"Pittsburgh, Pennsylvania",Universal Jet Aviation,,"Pittsburgh, PA - Baca Raton, Fl",Learjet 25B,N5UJ,25-088,2,0,2,2,0,2,0,"The cargo plane was not able to gain altitude, veered off the runway and crashed. The (undetermined) pilot-at-the-controls' early, and over rotation of the airplane's nose during the takeoff attempt, and his failure to maintain directional control. Also causal, was the captain's inadequate remedial action, both during the takeoff attempt and after the airplane departed the runway.",2001
2001-11-23,18:35,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),,Tallinn - Kardla,Antonov AN-28,ES-NOV,1AJ003-03,17,14,3,2,2,0,0,The plane crashed into a marshy forested area about 2 kilometer short of its destination at Kardla Airport. Several errors by the pilot.,2001
2001-11-24,22:07,"Birchwil, Switzerland",Crossair,3597,Berlin - Zurich,BAE Avro RJ100,HB-IXM,E-3291,33,28,5,24,21,3,0,"The aircraft was flying through a mix of rain and snow on final approach, when it crashed in a wooded area, 5.5 miles from Zurich Airport where it was scheduled to land on Runway 28.  At 22.03 the aircraft was descending to 4000 ft. on final approach.  At 22.05 the captain reported reaching the minimum descent altitude and stated he could see the ground. Shortly after, the radio altimeter reported 500 ft. agl, followed by a ""minimum"" warning. A go-around was ordered, but it was too late and the aircraft struck trees and crashed. American pop singer, Melanie Thornton, 34, killed. Maria Serano Serano and Nathaly van het Ende both 27, and members of the pop-music trio, Passion Fruit, also killed. The pilot had been working more than 13 hours when the accident took place and had also exceeded maximum duty several times in the days preceding the crash. A controlled flight into terrain caused by the captain deliberately descending below the minimum descent altitude without having the required visual contact with either the approach lights or the runway and the copilot making no attempt to prevent the continuation of the flight below the minimum descent altitude. The report revealed that the pilot had failed to perform correct navigation and landing procedures before, but no action had been taken by the airline.  The range of hills the plane crashed into was not marked in the Jeppesen approach chart used by the crew, despite the hilly terrain the approach to runway 28 was not equipped with a minimum safe altitude warning (MSAW) system, which triggers an alarm if a minimum safe altitude is violated, and the airport's means of determining visibility were inadequate for runway 28 and the visual minimums at the time of the accident were actually inappropriate for using the standard approach to runway 28.",2001
2001-11-27,01:56,"Port Harcourt, Nigeria",MK Airlines,,Luxembourg - Port Harcourt,Boeing 747-246F,9G-MKI,22063/432,13,0,13,1,0,1,0,"The cargo plane contacted the ground 700 meters short of the runway, broke in two and burned.",2001
2001-12-01,01:43,"Near Novaya Inya , Russia","Military - Russian, cargo",-,Moscow - Bratsk - Anadyr,Ilyushin IL- 76TD,RA-76839, 1023411375,18,9,9,18,9,9,0,A fire broke out aboard the aircraft while en route at FL290. The crew was preparing for an emergency landing when two explosions tore apart the plane causing it to crash.,2001
2001-12-14,,"Geti, Democratic Republic Congo",Eagle Air,,Bunia - Beni,Let 410A,5X-CNF,730208,6,4,2,6,4,2,0,The plane may have been shot down by Allied Democratic Forces rebels.,2001
2001-12-16,10:21,"Near Medellin, Colombia",Heliandes,,Medellin - Quibdo,Let 410UVP-E,HK-4175X,861618,16,14,2,16,14,2,0,"The aircraft crashed into El Silencio de El manzanillo mountain at 7,800 ft., 3 minutes after taking off in heavy rain and poor visibility from Medellin Airport.",2001
2001-12-26,10:20,"Bremerhaven, Germany",BAL Bremerhaven Airline,,Bremerhaven - Wangerooge,Britten Norman BN-2B Trislander,D-IAAI,2167,9,8,1,8,7,1,0," The aircraft crashed into the Weser River shortly after taking off from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries.",2001
2002-01-04,12:07,"Birmingham, England",Agco Corp,,"Birmingham, England - Bangor, MA",Canadair CL-604, N90AG,5414,5,3,2,5,3,2,0,"After taking off, banked to the left, wing contacted ground, a fire erupted and the aircraft broke up. Failure of the crew to de-ice the wings before takeoff. Possible impairment of crew performance by the combined effects of a non-prescription drug, jet-lag and fatigue were also considered factors.",2002
2002-01-09,,"Shamsi AFB, Pakistan",Military - U.S. Air Force,,Jacobabad - Shamsi,Lockheed Hercules KC-130R,160021,4702,7,0,7,7,0,7,0,While on approach the aircraft struck a hill a few hundred feet short of runway in poor weather.,2002
2002-01-14,07:28,"Bilbao, Spain",Ibertrans Aérea,1278,Madrid - Bilbao,Embraer EMB-120 Brasilia,EC-GTJ,120-024,3,0,3,3,0,3,0,"While descending, the cargo plane struck Mount Santa Maria Vieja, 35 km from the airport in fog and poor visibility.",2002
2002-01-15,08:45,"Chilpancingo, Mexico",Procuraduría General de la República,,Mexico City - Chilpancingo,de Havilland DHC-6 Twin Otter 300,XC-FIT,752,17,15,2,5,5,0,0,"During a landing attempt at Chilpancingo, the aircraft left the runway, struck a concrete perimeter wall, overturned and burned. The government plane belonged to the General Office of the judge advocate.",2002
2002-01-16,16:29,"Near Solo, Indonesia",Garuda Indonesia Airlines,421,Mataram - Yogyakarta - Jakarta,Boeing B-737-3Q8,PK-GWA,24403/1706,62,54,8,1,0,1,0,"The aircraft suffered a flame out of both engines in torrential rains while on approach  to Yogyakarta. The crew made an emergency landing in the Bengawan Solo River, in shallow water. The plane circled several times before diving in a steep course towards the river. The plane's left wing struck a river bank before it plunged into the water. The reason the crew flew into extreme weather was the heavy rain and hail was shadowed on the radar and blocked from radar view. In addition, the airplane had a partially failed battery which was exhausted by two attempts to restart the engines, producing a total electrical failure. A flight attendant drowned in the shallow water when she jumped from the plane.",2002
